Temperature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
27.09,64.13,38.0,Đất thịt tơi xốp,Cây lúa,28,0,27,28-28
30.15,68.23,37.36,Đất cát,Cây chuối,11,0,9,28-28
31.12,54.41,55.18,Đất sét,Các loại hạt (hạt mè, hạt  cải),12,0,31,DAP
31.08,61.81,34.73,Đất đỏ bazan,Cây chuối,38,3,0,DAP
34.99,65.23,27.62,Đất sét,Cây bắp,1,17,13,10-26-26
28.29,46.16,41.47,Đất thịt tơi xốp,Millets,3,12,16,20-20
37.61,61.11,36.72,Đất mùn,Cây đậu phộng (Lạc),10,2,42,Urea
36.02,69.03,54.45,Đất cát,Cây đậu phộng (Lạc),21,0,22,20-20
28.58,41.09,30.84,Đất đỏ bazan,Cây chè,21,0,22,17-17-17
24.6,52.29,30.92,Đất thịt tơi xốp,Cây chè,16,0,39,DAP
29.87,56.39,37.84,Đất cát,Cây bông,13,4,6,10-26-26
29.85,47.2,57.02,Đất cát,Millets,27,0,20,10-26-26
26.12,63.44,63.43,Đất mùn,Millets,5,10,36,DAP
34.94,57.44,52.37,Đất cát,Cây chuối,5,3,5,DAP
31.59,63.18,56.9,Đất thịt tơi xốp,Cây lúa,16,4,36,10-26-26
37.33,67.17,37.59,Đất mùn,Cây bắp,11,0,42,10-26-26
24.02,45.09,67.89,Đất mùn,Cây chè,37,1,2,14-35-14
33.56,66.29,26.04,Đất sét,Cây chuối,43,2,2,14-35-14
30.78,50.3,52.95,Đất sét,Cây đậu phộng (Lạc),25,0,22,20-20
32.39,66.19,63.37,Đất sét,Khoai tây,10,7,26,10-26-26
31.26,67.75,26.57,Đất thịt tơi xốp,Cây đậu phộng (Lạc),23,2,22,Urea
38.04,69.01,42.8,Đất đỏ bazan,Khoai tây,9,8,32,10-26-26
32.73,62.66,34.5,Đất đỏ bazan,Cây lúa,12,1,44,17-17-17
27.79,60.14,41.16,Đất sét,Cây lúa,37,0,4,10-26-26
32.24,55.75,45.85,Đất thịt tơi xốp,Các loại đậu,44,0,0,20-20
31.18,60.59,20.77,Đất thịt tơi xốp,Các loại đậu,12,0,42,28-28
34.04,65.18,55.33,Đất thịt tơi xốp,Khoai tây,12,7,32,28-28
28.92,49.12,20.0,Đất thịt tơi xốp,Các loại đậu,11,14,31,17-17-17
36.08,74.86,38.71,Đất đỏ bazan,Cây chuối,8,20,21,10-26-26
32.57,62.47,37.05,Đất cát,Millets,14,3,36,Urea
32.53,51.27,44.71,Đất cát,Khoai tây,38,0,4,14-35-14
25.19,60.71,52.06,Đất đỏ bazan,Cây lúa,26,0,25,14-35-14
28.66,47.45,44.04,Đất mùn,Cây chuối,36,0,4,20-20
24.59,58.22,64.12,Đất cát,Cây lúa,9,14,12,10-26-26
25.71,59.93,51.81,Đất sét,Cây chè,8,0,37,17-17-17
28.24,54.62,35.02,Đất sét,Cây chuối,10,0,12,DAP
33.95,61.0,45.29,Đất sét,Cây bắp,18,3,17,17-17-17
33.88,59.02,35.32,Đất sét,Cây mía,11,4,27,DAP
30.87,58.93,70.0,Đất sét,Các loại hạt (hạt mè, hạt  cải),2,9,32,28-28
33.25,69.66,51.62,Đất cát,Cây bắp,36,0,4,Urea
30.25,72.59,57.4,Đất thịt tơi xốp,Các loại đậu,4,0,15,28-28
31.59,67.65,56.8,Đất cát,Các loại hạt (hạt mè, hạt  cải),7,3,42,Urea
37.68,62.61,54.72,Đất thịt tơi xốp,Khoai tây,41,0,4,Urea
30.23,70.15,26.2,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),19,0,33,17-17-17
30.29,58.63,51.24,Đất mùn,Khoai tây,24,0,16,17-17-17
27.47,53.06,40.0,Đất đỏ bazan,Cây lúa,8,0,40,28-28
29.05,52.0,53.16,Đất thịt tơi xốp,Cây bông,19,0,15,28-28
22.27,58.06,38.54,Đất thịt tơi xốp,Cây chè,2,16,19,28-28
26.4,57.87,57.72,Đất cát,Cây bông,36,0,2,14-35-14
24.38,52.09,25.67,Đất mùn,Cây mía,13,10,26,28-28
33.24,51.28,65.32,Đất thịt tơi xốp,Các loại đậu,5,14,29,Urea
27.41,52.54,41.48,Đất thịt tơi xốp,Cây đậu phộng (Lạc),9,0,10,Urea
32.64,77.53,39.18,Đất sét,Cây bắp,12,0,34,20-20
27.61,71.93,41.84,Đất đỏ bazan,Cây đậu phộng (Lạc),18,0,29,17-17-17
36.71,76.2,24.17,Đất cát,Cây đậu phộng (Lạc),10,0,17,14-35-14
31.72,71.9,41.1,Đất sét,Các loại hạt (hạt mè, hạt  cải),14,2,38,20-20
38.33,70.83,45.85,Đất mùn,Cây bông,1,14,17,Urea
31.36,44.29,43.74,Đất cát,Các loại đậu,10,0,40,17-17-17
31.97,57.04,39.26,Đất mùn,Cây bắp,23,0,26,10-26-26
30.86,66.38,42.56,Đất sét,Cây mía,15,0,41,14-35-14
29.81,63.42,20.0,Đất mùn,Millets,12,0,37,10-26-26
30.18,68.42,36.95,Đất sét,Cây đậu phộng (Lạc),34,2,1,17-17-17
25.23,62.86,38.43,Đất đỏ bazan,Cây bông,41,0,4,20-20
37.04,68.38,51.4,Đất đỏ bazan,Cây bắp,4,9,28,28-28
26.14,52.36,40.32,Đất sét,Cây lúa,24,0,17,14-35-14
25.71,49.13,33.26,Đất cát,Cây mía,5,10,31,14-35-14
30.12,69.25,21.43,Đất mùn,Cây lúa,39,1,4,28-28
27.34,63.01,48.83,Đất thịt tơi xốp,Cây bông,21,2,23,10-26-26
30.29,69.44,58.64,Đất sét,Các loại đậu,40,0,0,14-35-14
33.67,68.27,57.75,Đất sét,Millets,34,4,0,DAP
34.7,66.76,69.2,Đất mùn,Cây mía,7,14,16,20-20
34.38,60.73,50.97,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),9,11,8,DAP
33.48,62.18,48.6,Đất thịt tơi xốp,Cây chuối,9,3,13,20-20
33.6,60.98,68.08,Đất sét,Cây chè,13,10,30,14-35-14
31.74,62.32,52.3,Đất mùn,Cây mía,6,4,40,Urea
27.11,49.05,43.91,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),18,4,27,20-20
29.56,70.11,44.74,Đất cát,Cây chuối,44,0,0,20-20
33.71,58.93,43.88,Đất mùn,Cây đậu phộng (Lạc),18,0,33,DAP
21.93,44.5,63.49,Đất đỏ bazan,Cây bắp,15,1,7,14-35-14
33.53,60.05,37.18,Đất đỏ bazan,Cây bắp,12,1,40,20-20
25.31,51.61,33.05,Đất đỏ bazan,Khoai tây,17,0,40,DAP
31.78,65.4,52.23,Đất cát,Khoai tây,18,0,42,10-26-26
34.68,58.89,27.43,Đất cát,Các loại đậu,39,1,0,28-28
39.75,60.73,38.94,Đất sét,Millets,11,0,42,17-17-17
22.69,51.37,61.27,Đất cát,Các loại hạt (hạt mè, hạt  cải),8,0,19,Urea
24.06,40.2,34.24,Đất thịt tơi xốp,Cây chuối,2,19,12,10-26-26
38.25,74.83,48.66,Đất sét,Cây mía,36,0,3,17-17-17
40.0,64.51,51.07,Đất đỏ bazan,Millets,36,0,0,28-28
35.73,71.25,45.65,Đất sét,Millets,12,3,30,20-20
31.33,52.44,48.45,Đất thịt tơi xốp,Cây bắp,40,0,2,DAP
32.64,71.49,45.45,Đất thịt tơi xốp,Cây bắp,9,17,16,14-35-14
24.83,51.23,46.97,Đất đỏ bazan,Millets,19,0,18,28-28
30.57,73.76,66.01,Đất mùn,Các loại hạt (hạt mè, hạt  cải),18,0,39,17-17-17
27.61,52.18,38.91,Đất thịt tơi xốp,Cây chè,36,0,3,20-20
25.3,51.45,24.59,Đất cát,Cây đậu phộng (Lạc),9,9,32,17-17-17
31.71,58.44,35.47,Đất mùn,Các loại đậu,14,0,34,Urea
25.28,55.82,32.12,Đất sét,Cây đậu phộng (Lạc),6,12,13,10-26-26
29.97,58.25,31.86,Đất mùn,Cây mía,38,0,0,28-28
32.38,58.5,45.02,Đất đỏ bazan,Cây chuối,8,0,38,20-20
30.69,59.44,51.07,Đất cát,Cây mía,26,0,17,10-26-26
33.71,71.14,43.81,Đất sét,Millets,37,0,4,17-17-17
26.91,52.52,30.81,Đất thịt tơi xốp,Cây bông,17,3,41,28-28
29.32,51.48,40.11,Đất đỏ bazan,Cây chè,20,0,22,Urea
25.99,55.37,65.56,Đất cát,Cây chuối,9,4,12,28-28
33.65,66.5,65.99,Đất thịt tơi xốp,Cây chuối,9,8,32,DAP
29.23,55.19,29.27,Đất đỏ bazan,Cây chuối,20,2,20,28-28
25.5,65.19,38.34,Đất mùn,Các loại hạt (hạt mè, hạt  cải),40,0,2,Urea
26.92,56.83,44.88,Đất mùn,Cây chuối,34,2,3,Urea
35.51,70.33,59.14,Đất mùn,Cây lúa,40,0,0,DAP
27.1,61.29,41.14,Đất cát,Cây chè,28,3,16,10-26-26
32.66,55.25,20.0,Đất đỏ bazan,Cây lúa,0,13,16,10-26-26
35.8,55.37,57.55,Đất sét,Cây bắp,7,8,27,14-35-14
29.38,54.47,52.56,Đất cát,Cây bắp,22,0,24,14-35-14
36.66,76.82,39.74,Đất cát,Millets,7,8,30,10-26-26
32.53,60.02,29.35,Đất sét,Cây chuối,10,4,42,Urea
32.66,74.93,33.56,Đất thịt tơi xốp,Các loại đậu,13,0,12,17-17-17
34.63,63.8,24.01,Đất thịt tơi xốp,Cây bắp,11,0,38,Urea
24.84,62.63,36.65,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),7,8,28,10-26-26
29.0,44.56,33.96,Đất đỏ bazan,Millets,16,1,16,20-20
35.26,53.82,24.93,Đất đỏ bazan,Khoai tây,21,2,19,Urea
33.42,55.5,64.41,Đất thịt tơi xốp,Cây lúa,5,5,32,17-17-17
28.04,55.51,49.43,Đất cát,Cây chuối,40,0,4,28-28
34.9,61.86,35.47,Đất sét,Millets,22,4,26,20-20
22.34,53.62,38.61,Đất đỏ bazan,Cây chuối,16,1,5,17-17-17
28.11,47.2,36.8,Đất sét,Cây lúa,10,0,35,20-20
34.35,66.79,51.52,Đất thịt tơi xốp,Cây chuối,4,9,24,17-17-17
28.74,48.61,35.72,Đất đỏ bazan,Cây chè,14,3,37,14-35-14
22.56,50.58,29.13,Đất mùn,Các loại hạt (hạt mè, hạt  cải),12,0,17,20-20
26.95,50.63,43.0,Đất cát,Cây đậu phộng (Lạc),28,0,14,10-26-26
26.39,54.79,46.15,Đất cát,Cây chuối,25,0,19,DAP
30.13,72.21,35.94,Đất đỏ bazan,Khoai tây,39,3,0,14-35-14
35.71,67.62,25.16,Đất đỏ bazan,Các loại đậu,35,0,2,17-17-17
28.88,60.85,28.57,Đất sét,Cây đậu phộng (Lạc),19,0,40,10-26-26
27.05,44.74,56.64,Đất đỏ bazan,Cây mía,11,0,4,10-26-26
29.34,44.01,41.14,Đất mùn,Cây chè,42,0,0,14-35-14
39.33,67.44,37.85,Đất mùn,Cây mía,7,0,37,14-35-14
28.53,59.01,60.57,Đất sét,Khoai tây,8,0,40,28-28
23.12,58.63,37.49,Đất thịt tơi xốp,Cây bông,33,3,0,14-35-14
31.53,58.95,51.37,Đất sét,Cây lúa,17,0,21,14-35-14
33.55,60.65,58.59,Đất đỏ bazan,Cây chuối,8,2,9,20-20
30.15,64.35,67.45,Đất thịt tơi xốp,Các loại đậu,14,12,11,20-20
39.81,63.65,63.69,Đất đỏ bazan,Cây chè,11,4,37,14-35-14
34.51,52.14,70.0,Đất sét,Cây mía,4,11,26,28-28
35.66,54.44,42.29,Đất mùn,Cây mía,26,0,18,17-17-17
25.65,62.92,28.49,Đất cát,Cây đậu phộng (Lạc),44,0,2,14-35-14
28.51,44.09,28.38,Đất thịt tơi xốp,Khoai tây,36,0,0,10-26-26
30.09,54.43,60.02,Đất đỏ bazan,Cây bắp,12,0,31,17-17-17
22.27,61.81,43.11,Đất đỏ bazan,Cây lúa,10,15,20,DAP
38.38,65.51,46.26,Đất thịt tơi xốp,Cây bắp,9,18,17,28-28
32.61,50.77,63.48,Đất đỏ bazan,Khoai tây,8,0,39,Urea
26.99,47.9,45.66,Đất đỏ bazan,Cây lúa,18,0,11,10-26-26
29.77,63.41,50.3,Đất thịt tơi xốp,Millets,16,0,7,17-17-17
28.27,59.38,45.0,Đất mùn,Khoai tây,13,3,41,10-26-26
33.5,53.07,46.85,Đất đỏ bazan,Cây bông,24,0,29,17-17-17
37.95,68.37,55.82,Đất mùn,Các loại đậu,37,4,0,14-35-14
25.06,64.02,38.39,Đất thịt tơi xốp,Khoai tây,26,3,22,DAP
26.79,62.91,25.01,Đất mùn,Cây mía,14,0,35,DAP
26.72,52.56,31.72,Đất cát,Cây lúa,12,0,41,DAP
22.39,61.19,37.56,Đất thịt tơi xốp,Millets,21,4,21,14-35-14
30.98,72.26,70.0,Đất cát,Cây chuối,3,6,26,14-35-14
30.37,74.96,45.96,Đất cát,Cây bắp,3,18,20,Urea
36.58,61.79,40.55,Đất mùn,Cây bắp,16,2,44,DAP
26.45,60.78,50.52,Đất cát,Cây chuối,18,0,24,28-28
25.6,52.6,54.46,Đất đỏ bazan,Cây bắp,13,0,13,Urea
35.57,72.13,33.41,Đất đỏ bazan,Millets,35,2,0,Urea
33.06,60.37,69.48,Đất cát,Millets,12,0,39,28-28
29.39,53.28,40.12,Đất mùn,Các loại đậu,17,0,21,Urea
28.21,59.37,42.81,Đất đỏ bazan,Cây lúa,46,4,4,17-17-17
35.57,60.63,45.71,Đất thịt tơi xốp,Cây mía,7,4,31,14-35-14
37.32,76.39,48.4,Đất mùn,Cây bông,9,20,18,28-28
40.0,56.27,40.77,Đất mùn,Millets,13,2,37,Urea
39.82,70.94,30.3,Đất mùn,Các loại đậu,8,3,30,28-28
38.99,74.78,27.58,Đất thịt tơi xốp,Cây lúa,9,0,17,Urea
27.9,58.51,31.93,Đất đỏ bazan,Millets,36,3,3,20-20
33.88,68.15,42.03,Đất cát,Cây mía,9,12,32,28-28
40.0,71.79,58.99,Đất thịt tơi xốp,Cây mía,19,1,39,14-35-14
30.18,53.72,36.61,Đất đỏ bazan,Cây đậu phộng (Lạc),10,0,14,17-17-17
32.53,56.27,29.85,Đất sét,Các loại đậu,33,0,0,17-17-17
33.72,50.47,44.08,Đất thịt tơi xốp,Các loại đậu,11,0,16,10-26-26
31.86,51.97,62.52,Đất thịt tơi xốp,Cây chè,5,11,33,28-28
34.28,52.14,44.07,Đất thịt tơi xốp,Cây chè,39,4,0,10-26-26
25.94,60.8,62.34,Đất sét,Khoai tây,11,0,19,Urea
26.63,56.66,45.46,Đất đỏ bazan,Các loại đậu,23,1,21,DAP
35.09,63.88,46.21,Đất mùn,Cây bông,26,4,25,20-20
32.66,59.08,54.63,Đất đỏ bazan,Millets,14,2,9,Urea
34.76,67.48,24.8,Đất mùn,Cây chè,34,0,0,17-17-17
31.21,56.6,34.03,Đất cát,Cây chuối,18,2,40,14-35-14
34.72,67.85,69.81,Đất mùn,Cây đậu phộng (Lạc),4,4,29,Urea
23.38,55.92,50.56,Đất sét,Cây chuối,7,20,19,14-35-14
30.14,55.49,45.37,Đất sét,Các loại hạt (hạt mè, hạt  cải),34,4,0,DAP
29.71,50.93,41.83,Đất cát,Cây chuối,12,4,39,14-35-14
30.88,51.0,46.08,Đất đỏ bazan,Millets,8,5,27,28-28
31.28,68.41,27.47,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),19,0,25,10-26-26
32.92,77.29,48.08,Đất sét,Cây lúa,11,14,22,10-26-26
25.87,69.73,28.7,Đất sét,Cây chuối,16,2,40,17-17-17
30.53,63.85,56.3,Đất cát,Cây đậu phộng (Lạc),39,1,1,20-20
37.03,69.99,42.75,Đất sét,Cây lúa,39,0,0,14-35-14
37.38,70.59,66.29,Đất cát,Cây bắp,8,2,17,20-20
28.44,55.23,33.64,Đất đỏ bazan,Khoai tây,24,0,17,10-26-26
24.57,49.59,48.59,Đất cát,Khoai tây,25,0,19,17-17-17
25.23,48.23,21.3,Đất thịt tơi xốp,Cây bắp,13,17,13,Urea
30.98,60.86,33.37,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),12,0,44,20-20
28.45,55.92,48.02,Đất thịt tơi xốp,Cây bông,18,2,19,17-17-17
22.21,43.72,21.74,Đất sét,Các loại hạt (hạt mè, hạt  cải),14,15,14,Urea
36.2,55.53,54.66,Đất sét,Cây mía,12,1,37,10-26-26
32.48,64.01,50.17,Đất mùn,Cây chè,11,1,39,20-20
29.67,60.0,70.0,Đất đỏ bazan,Cây chè,13,3,8,Urea
30.62,59.17,45.5,Đất cát,Khoai tây,36,0,3,20-20
29.51,55.64,28.32,Đất mùn,Cây chè,16,0,33,Urea
29.64,54.26,30.97,Đất thịt tơi xốp,Cây bông,8,2,11,Urea
30.83,64.19,23.01,Đất sét,Các loại đậu,8,2,27,Urea
34.15,50.64,39.17,Đất mùn,Millets,41,0,0,17-17-17
32.54,52.1,29.86,Đất cát,Cây lúa,7,8,27,20-20
35.15,65.46,50.44,Đất đỏ bazan,Các loại đậu,24,4,19,Urea
32.88,70.34,29.01,Đất mùn,Khoai tây,7,0,41,14-35-14
32.26,57.08,42.58,Đất sét,Khoai tây,35,0,0,Urea
28.94,60.34,31.18,Đất mùn,Millets,12,4,36,17-17-17
24.61,43.14,27.28,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),45,1,0,28-28
32.63,71.17,55.93,Đất mùn,Millets,11,10,27,Urea
31.18,72.57,46.74,Đất mùn,Cây bắp,9,7,27,14-35-14
23.69,57.9,39.61,Đất cát,Cây bông,6,11,31,14-35-14
32.48,53.65,28.91,Đất sét,Cây chè,41,3,0,17-17-17
28.7,53.21,40.31,Đất cát,Khoai tây,26,0,14,14-35-14
32.8,71.66,44.08,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),12,9,14,Urea
37.65,60.86,24.45,Đất thịt tơi xốp,Cây bắp,7,0,34,10-26-26
26.1,50.4,41.08,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),3,16,17,28-28
31.22,74.54,61.36,Đất cát,Cây bắp,9,0,38,Urea
36.78,69.9,38.86,Đất đỏ bazan,Khoai tây,13,1,37,DAP
38.75,58.17,52.93,Đất mùn,Cây bắp,33,0,3,28-28
29.13,47.06,44.06,Đất đỏ bazan,Các loại đậu,1,17,12,20-20
28.65,62.64,41.6,Đất mùn,Các loại đậu,30,0,1,DAP
20.54,40.79,56.58,Đất sét,Cây bông,32,0,2,28-28
27.19,62.12,35.74,Đất đỏ bazan,Cây bông,45,0,0,Urea
29.74,53.77,40.06,Đất đỏ bazan,Cây chè,41,2,0,17-17-17
33.98,67.67,62.06,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),10,10,15,DAP
28.91,67.6,39.3,Đất đỏ bazan,Các loại đậu,9,4,12,DAP
26.09,50.03,60.84,Đất cát,Millets,10,17,15,20-20
29.22,54.96,70.0,Đất thịt tơi xốp,Khoai tây,32,0,0,10-26-26
27.68,66.84,28.69,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),9,18,20,28-28
21.94,46.3,27.7,Đất mùn,Cây mía,10,0,14,14-35-14
32.27,54.7,59.44,Đất cát,Khoai tây,9,2,39,DAP
29.59,47.26,67.15,Đất mùn,Khoai tây,36,0,0,14-35-14
38.97,61.93,48.53,Đất thịt tơi xốp,Cây chè,37,0,0,DAP
40.0,63.37,45.26,Đất cát,Cây bắp,36,0,0,14-35-14
32.81,73.39,41.77,Đất cát,Các loại đậu,6,2,36,28-28
36.48,66.13,30.41,Đất thịt tơi xốp,Cây bông,13,4,9,DAP
31.25,67.15,42.57,Đất cát,Cây chè,45,4,1,17-17-17
24.83,57.76,31.75,Đất cát,Khoai tây,17,0,23,14-35-14
29.72,53.18,42.19,Đất cát,Cây bông,19,3,33,DAP
27.26,43.94,42.1,Đất mùn,Cây lúa,22,0,21,14-35-14
34.34,55.85,27.98,Đất thịt tơi xốp,Cây chuối,39,0,0,28-28
23.7,41.13,58.8,Đất cát,Khoai tây,8,15,14,Urea
33.32,71.88,37.86,Đất mùn,Cây mía,8,4,32,20-20
27.34,55.87,43.75,Đất sét,Các loại đậu,38,0,0,10-26-26
22.71,49.95,45.22,Đất mùn,Cây chè,6,12,23,14-35-14
29.55,59.76,58.15,Đất sét,Cây chuối,12,0,12,14-35-14
33.39,53.49,50.08,Đất cát,Cây chè,13,5,17,28-28
31.64,68.77,39.39,Đất cát,Khoai tây,37,0,0,20-20
23.18,46.72,29.53,Đất thịt tơi xốp,Cây lúa,16,17,7,17-17-17
24.94,66.7,66.09,Đất cát,Các loại đậu,7,0,10,17-17-17
21.74,44.09,59.39,Đất cát,Cây đậu phộng (Lạc),10,17,19,Urea
30.28,63.74,54.26,Đất mùn,Các loại đậu,35,0,0,17-17-17
23.22,49.73,51.54,Đất sét,Các loại đậu,20,0,22,20-20
29.69,47.64,46.87,Đất sét,Khoai tây,25,3,20,14-35-14
35.79,55.43,70.0,Đất thịt tơi xốp,Cây bắp,15,7,16,DAP
38.68,77.89,35.76,Đất mùn,Cây bắp,10,11,26,14-35-14
34.07,60.31,40.04,Đất đỏ bazan,Cây đậu phộng (Lạc),13,0,40,20-20
29.16,66.79,59.72,Đất cát,Khoai tây,22,0,22,17-17-17
36.5,69.77,62.08,Đất mùn,Khoai tây,12,2,44,10-26-26
27.05,63.35,58.77,Đất đỏ bazan,Cây lúa,7,17,13,DAP
31.49,71.13,61.76,Đất thịt tơi xốp,Cây đậu phộng (Lạc),10,0,33,28-28
30.84,59.19,45.38,Đất mùn,Cây chuối,21,0,23,14-35-14
34.3,52.7,60.28,Đất cát,Cây chuối,9,8,25,20-20
31.13,73.3,29.78,Đất mùn,Cây đậu phộng (Lạc),3,3,29,DAP
28.87,58.01,36.28,Đất cát,Cây chè,28,2,20,20-20
36.02,63.58,41.22,Đất đỏ bazan,Cây chè,8,4,13,14-35-14
35.93,59.27,55.76,Đất cát,Các loại hạt (hạt mè, hạt  cải),35,4,0,DAP
32.15,54.75,62.62,Đất mùn,Cây bông,12,2,38,DAP
23.42,58.34,36.7,Đất sét,Millets,43,4,2,28-28
24.23,54.91,32.3,Đất mùn,Cây bắp,10,20,17,20-20
28.51,48.44,45.73,Đất thịt tơi xốp,Cây bông,12,1,33,Urea
32.06,55.34,56.8,Đất cát,Cây lúa,14,0,36,DAP
31.18,54.19,43.3,Đất mùn,Cây chè,40,0,0,17-17-17
33.59,54.6,51.9,Đất mùn,Cây đậu phộng (Lạc),10,0,45,Urea
30.36,59.8,70.0,Đất đỏ bazan,Millets,17,0,31,Urea
28.79,64.17,68.25,Đất cát,Cây chè,7,14,26,20-20
28.74,44.89,43.99,Đất thịt tơi xốp,Cây bông,18,1,22,14-35-14
32.33,48.88,31.39,Đất thịt tơi xốp,Cây mía,32,2,0,DAP
39.12,61.14,51.1,Đất đỏ bazan,Millets,12,20,21,Urea
34.71,54.08,46.09,Đất mùn,Millets,11,0,12,Urea
30.34,64.88,34.89,Đất cát,Cây đậu phộng (Lạc),14,0,9,17-17-17
27.59,52.12,42.52,Đất đỏ bazan,Cây chè,12,3,40,17-17-17
35.14,69.39,45.5,Đất thịt tơi xốp,Cây chuối,12,0,39,Urea
29.61,55.37,42.37,Đất sét,Cây đậu phộng (Lạc),44,0,4,10-26-26
27.8,61.15,38.19,Đất thịt tơi xốp,Cây chè,16,0,40,14-35-14
39.34,73.55,37.74,Đất cát,Cây đậu phộng (Lạc),12,1,41,10-26-26
25.49,58.9,27.75,Đất cát,Cây bắp,10,0,10,10-26-26
30.35,62.68,46.39,Đất thịt tơi xốp,Cây bông,38,0,1,20-20
29.31,65.11,40.63,Đất thịt tơi xốp,Cây chè,20,0,23,14-35-14
30.84,76.53,34.0,Đất mùn,Cây bông,11,0,39,Urea
34.51,54.23,48.09,Đất mùn,Cây mía,21,0,23,DAP
29.97,59.98,41.02,Đất mùn,Cây chè,21,2,24,10-26-26
29.54,46.05,47.43,Đất sét,Cây bắp,10,22,13,10-26-26
29.6,65.96,27.64,Đất cát,Cây bắp,18,2,21,DAP
32.18,62.78,23.55,Đất mùn,Các loại đậu,4,4,30,20-20
32.29,62.31,33.23,Đất cát,Cây chè,39,4,1,10-26-26
36.35,69.02,43.17,Đất mùn,Cây mía,11,14,18,28-28
37.33,59.48,53.07,Đất sét,Cây chuối,14,0,38,DAP
38.06,52.11,41.53,Đất sét,Khoai tây,10,4,43,14-35-14
29.52,68.99,56.83,Đất cát,Cây lúa,14,3,33,20-20
40.0,78.86,52.13,Đất sét,Cây mía,10,9,28,17-17-17
22.07,51.67,51.97,Đất sét,Cây chè,20,0,26,14-35-14
30.67,50.16,40.76,Đất thịt tơi xốp,Cây bông,14,0,10,17-17-17
25.98,62.89,61.12,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),11,5,34,10-26-26
29.25,53.85,33.95,Đất đỏ bazan,Cây bắp,18,1,20,14-35-14
26.51,60.56,35.77,Đất mùn,Cây đậu phộng (Lạc),10,0,9,DAP
26.7,52.31,61.77,Đất sét,Cây mía,10,6,29,DAP
25.95,62.86,51.74,Đất sét,Các loại hạt (hạt mè, hạt  cải),21,0,25,20-20
24.2,60.2,34.14,Đất mùn,Các loại hạt (hạt mè, hạt  cải),19,4,27,28-28
23.0,52.82,37.28,Đất sét,Millets,24,0,28,DAP
31.77,57.58,49.46,Đất cát,Cây mía,10,0,11,20-20
30.35,73.19,41.73,Đất cát,Khoai tây,3,21,21,17-17-17
32.72,56.31,41.59,Đất cát,Cây lúa,9,0,9,17-17-17
32.17,56.59,62.96,Đất sét,Các loại hạt (hạt mè, hạt  cải),11,10,26,28-28
29.6,58.17,40.56,Đất đỏ bazan,Millets,17,4,38,DAP
29.06,62.14,45.05,Đất đỏ bazan,Khoai tây,3,18,16,28-28
25.43,50.72,42.78,Đất sét,Cây mía,44,0,2,Urea
31.93,61.7,61.0,Đất mùn,Các loại đậu,3,11,29,17-17-17
38.76,72.35,28.4,Đất thịt tơi xốp,Các loại đậu,18,0,16,28-28
22.95,47.87,42.49,Đất đỏ bazan,Cây mía,7,14,17,14-35-14
35.14,69.77,31.06,Đất cát,Khoai tây,18,0,20,10-26-26
22.81,48.89,28.47,Đất mùn,Cây bắp,16,0,11,20-20
38.07,62.7,66.49,Đất đỏ bazan,Cây bắp,31,0,0,20-20
24.17,62.74,42.08,Đất thịt tơi xốp,Cây chuối,39,0,3,17-17-17
29.03,66.58,27.4,Đất mùn,Khoai tây,39,0,4,28-28
37.98,57.42,48.64,Đất mùn,Các loại đậu,4,0,8,10-26-26
24.2,63.32,30.41,Đất đỏ bazan,Cây mía,14,21,16,17-17-17
39.47,72.83,59.41,Đất cát,Cây chè,13,1,40,28-28
32.72,59.26,37.37,Đất mùn,Millets,38,2,4,10-26-26
23.61,40.7,39.71,Đất sét,Cây lúa,6,18,12,14-35-14
24.04,65.32,45.42,Đất sét,Khoai tây,7,0,11,20-20
26.11,65.75,70.0,Đất đỏ bazan,Cây chè,5,8,26,17-17-17
32.02,53.18,50.78,Đất cát,Cây bông,21,3,17,Urea
29.17,59.16,55.51,Đất mùn,Cây chuối,14,18,8,14-35-14
28.74,54.8,58.08,Đất thịt tơi xốp,Millets,12,0,7,14-35-14
28.05,53.77,30.81,Đất mùn,Các loại đậu,35,4,1,20-20
30.96,57.8,42.72,Đất đỏ bazan,Cây mía,39,3,0,14-35-14
32.12,70.24,29.28,Đất đỏ bazan,Cây đậu phộng (Lạc),10,0,35,20-20
31.52,56.11,29.79,Đất sét,Các loại đậu,22,2,21,Urea
39.41,63.5,41.68,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),17,0,10,10-26-26
24.4,59.68,29.94,Đất sét,Cây lúa,9,19,19,14-35-14
